Name,ID,Length
Motel,Q1949617,40
Metsamor,Q1982935,40
Nimishillen Creek,Q1992580,40
Q19616053,Q19616053,40
Adhala River,Q19804317,40
Q19910667,Q19910667,40
Q19721836,Q19721836,41
Murrindal River,Q1953873,41.8
Q19371079,Q19371079,41.5
Même,Q1957760,41.83
Q19847266,Q19847266,42
Cheben'ka,Q19916270,42
River Laver,Q19921644,42.079
Mission Creek,Q1939022,43
Q1981905,Q1981905,43
Nahon,Q1963708,43.1
Noireau,Q1995525,43.3
Q19802377,Q19802377,43.7
Sochi River,Q1988475,45
Q19908150,Q19908150,45
Meltausjoki,Q1919740,46
Mignon,Q1932438,46
Doncaster river,Q19952361,46.2
Bol'shaya Pera,Q19613894,47
Ashuluk,Q19907247,47
Blava,Q1967584,47.5
Nohain,Q1995491,47.3
Moroka River,Q1948332,48
Q19907237,Q19907237,48
Moose River,Q19344091,48.5
Müglitz,Q1958317,49
Q1981507,Q1981507,49
Q1967594,Q1967594,48.8
Q19742772,Q19742772,49
Tsarev,Q19916196,49
Nieplitz,Q1989212,49.7
Algars,Q19510338,50
Pryamaya,Q19907320,50
Yelyuga,Q19909299,50
L'Eau Frais Creek,Q19986703,50
Blanche River,Q19606756,50.3
Nattai River,Q1969805,50.7
Nile River,Q1992117,50.8
Nitrica River,Q1967765,51
Bol'shoy Barlak,Q19613930,51
Polomka,Q19915982,51
Purtse,Q195867,51.2
McHenry River,Q1915202,51.5
Q19915903,Q19915903,52
Mosman River,Q1949383,53.1
Nizhma,Q19906681,54
Natisone,Q1969658,55
Bol'shaya Amzya,Q19907697,55
Umiruup river,Q19941560,56.1
Nauyok River,Q19969413,57
Acheron,Q191087,58
Nied allemande,Q1987506,57.9
Chërnaya,Q19908297,58
Ik,Q19616098,59
Blanche River,Q19606755,59.3
De Pontois River,Q19952290,59.6
Ninian,Q1993007,59.63
Monkey River,Q1944891,60
Q1963735,Q1963735,60
Q19278152,Q19278152,60
Barabashëvka,Q1976008,61
Cheben'ka,Q19916273,62
Mrežnica,Q1951488,63
Guichaud River,Q19955535,63
River Taff,Q19700,64
Wishkah River,Q1905805,64
Hornija River,Q19858865,64
Aigle River,Q19606292,65
Mummel River,Q1952621,65.1
Missisicabi East River,Q19863047,65.6
Nidzica,Q1987434,66
Q19915931,Q19915931,66
Mulwaree River,Q1952553,66.2
Q19259740,Q19259740,66.3
Racovăț,Q19708621,67
Staraya Volga,Q19916671,68
Morge,Q1947688,68.4
Merri Creek,Q1922004,69.3
Ingala,Q19713167,69
Latourette River,Q19986116,69.3
Mohaka River,Q1942546,70
Bobrovka,Q1963045,70
Q19297812,Q19297812,70
Kargalka,Q19713083,70
Gatin River,Q19971073,70.8
Mongarlowe River,Q1944432,71.7
Nicholson River,Q1985061,72.5
Rivière d'Argent,Q19606467,74
Bolda,Q19907688,74
Q1935299,Q1935299,75
Visherka River,Q1975903,75
Barda,Q19907374,75
River Stour,Q1941117,76
Ravan River,Q1975682,76
Andijan Say River,Q19461698,76.7
Merriwa River,Q1922048,78.2
Zgłowiączka,Q197123,79
Maruia River,Q1905960,80
Nive River,Q1994108,80
Bhaga River,Q19275363,80
Q19275597,Q19275597,80
Detour River,Q19869258,80
Iktotat River,Q19919401,81.5
Xindian River,Q199378,82
Zeta,Q196830,86
Bol'shoy Yllymakh,Q1921144,86
Q1975880,Q1975880,86
Kedrovaya,Q19906475,86
Yavon river,Q1971052,87
Napa River,Q1964856,89
River Ouse,Q19718,90
Mort River,Q1948654,90
La Grue Bayou,Q19986705,90
Q1931858,Q1931858,90.9
Ausable River,Q1935995,92
Bélinge River,Q19606690,92
Q19287754,Q19287754,93
River Burntbush; Ontario,Q19883568,93.1
Q1999551,Q1999551,94
River Nidd,Q1916783,94.45
Ubukun,Q19917108,94
Q191752,Q191752,95
Eau Froide River,Q19952414,95
River Avon,Q19710,96
Scamander,Q19309185,97
Ben Hai River,Q1931412,100
Montreal River,Q1946435,100
Molmys River,Q1975669,100
Derville River,Q19938919,100
Mary River,Q1906379,102
Q19616096,Q19616096,102
Qikirtaluup Kuunga River,Q19934983,104.5
Ploučnice,Q1930857,106
Berëza,Q19692181,106
Yem”yugan,Q19615412,108
Durouvray River,Q19938888,108.3
Mersey River,Q1922086,109
Mustinka River,Q1955677,109
Zalari,Q19909440,109
Nation River,Q1966848,110
Bzyb River,Q1972264,110
Q1992467,Q1992467,110
Inya,Q19742777,110
Frichet River,Q19938890,111.7
River Usk,Q19699,112
Meander River,Q1915472,112
Wieprza,Q1973608,112
Q1968246,Q1968246,114
Khomora,Q1988867,114
Kargala River,Q19812583,114
Q19614525,Q19614525,115
Saulx,Q1908951,115.4
Sudogda River,Q1988281,116
Q19908016,Q19908016,116
Nabesna River,Q1961991,117
Kedrovaya,Q19617773,117
River Ure,Q19717,119
Motueka River,Q1950101,120
Q1951868,Q1951868,120
Nooksack River,Q1996433,120
River Avon,Q19711,121
Bolshaya Churga,Q19521606,121
Glubokaya,Q19614497,123
Teriberka River,Q1970871,127
Wakehan River,Q19986157,128
Kazennyi Torets,Q1987024,129
River Teme,Q19684,130
Maquatua River,Q19843743,131.4
Q19822784,Q19822784,133
Dahan River,Q199374,135
Koktac River,Q19935808,135.5
River Bann,Q19691,137
Svislax,Q1975064,137
Nicholson River,Q1985065,139
Målselva,Q1957603,140
Q1976874,Q1976874,142
Doué River,Q19759090,143
River Eden,Q195364,145
Cheryokha River,Q1971878,145
Eau Claire River (Eastmain),Q19952413,145
River Nene,Q19722,146
Nyomda River,Q1906187,146
Redya River,Q1971018,146
Q19910008,Q19910008,146
Q1928742,Q1928742,147
Uzola River,Q1973485,147
Ikey,Q19909674,148
Les Trois Rivières,Q1952095,150
Mungo River,Q1952784,150
Devrek Çayı,Q19278149,150
Coats River,Q19955893,150
Rutka River,Q1970811,153
River Avon,Q19709,154
Chirchiq river,Q1961081,154
Topolnitsa,Q1953026,154.8
Chukotat River,Q19847205,156
Mokau River,Q1943153,158
Pededze River,Q1973550,159
Mehi River,Q1917246,160
Q1991199,Q1991199,160
Kali Bein,Q19892380,160
Utka,Q19908142,160
Suchiate River,Q1948509,161
Medicine Lodge River,Q1916292,163
McKinlay River,Q1915251,170
Q19296191,Q19296191,170
River Spey,Q19720,172
Inya,Q19742767,172
Chauvreulx River,Q19952102,172.5
Issa,Q1971897,174
Dvinitsa River,Q1976654,174
River Clyde,Q19721,176
Markham River,Q1900767,180
Tamur River,Q1969382,180
Krynka River,Q1975674,180
Kumano River,Q1972071,183
Akhurian River,Q1996981,186
Caillet River,Q19951928,188
Beaver East River,Q19931222,188.8
Nehalem River,Q1974470,190.7
River Tay,Q19719,193
Moore River,Q1946840,193
Khutu,Q197552,196
East Deception River,Q19969130,196
Lem”yu,Q1928345,197
Arman',Q19613265,197
Merivale River,Q1921764,205
Barnaulka,Q1965743,207
Beryozovaya River,Q1975702,208
Victoria river,Q19951694,212
River Wye,Q19695,215
Melozitna River,Q1919701,217
Montreal River,Q1946433,220
Q1971030,Q1971030,221
Lyzha,Q1973186,223
Neretva,Q190777,225
Nestos,Q193904,230
Nenana River,Q1977371,230
Byssa River,Q19614108,235
River Great Ouse,Q19716,240
Chyna,Q1946002,240
Miluo Jiang,Q1935994,250
Yelva,Q195152,255
Wapusukatinastikw River,Q19931213,258
Nem,Q195027,260
Aller,Q1967803,263
Mississagi River,Q1939154,266
McLeod River,Q1915292,270
Q19545125,Q19545125,271
Mu River,Q1944364,275
Whanganui River,Q1940419,290
River Trent,Q19714,298
Narran River,Q1965335,299
Nogoa River,Q1995453,300
Karnali River,Q19287746,300
Chisasipis River,Q19952119,309
Naujaat River,Q19969188,308
Iguazu River,Q191635,320
Viled River,Q194946,321
Ulya River,Q1932706,325
Tha River,Q1964109,325
River Thames,Q19686,334
Catatumbo River,Q1948210,338
Meramec River,Q1921090,350
River Severn,Q19682,354
Sutam,Q1999197,351
Nana Barya River,Q1964424,363
Sok River,Q1989786,363
Tuttuquaaluk River,Q19968983,363
Q1920302,Q1920302,366
River Shannon,Q192820,368
Q19060343,Q19060343,377
Narsarusiq River,Q19971862,377
Mohelka,Q1942835,416
Q19964946,Q19964946,430
Velikaya River,Q1920731,451
Moštěnka,Q1951355,456
Qiantang River,Q19751,459
Urmi River,Q1931488,458
Kwakwatanikapistikw River,Q19850624,458
Zhang River,Q197189,466
Musselshell River,Q1955484,470
Jacquere River,Q19983475,475
Sheldrake River,Q19946533,489
Mrlina,Q1951496,496
Q19964905,Q19964905,500
Achazi River,Q19921735,506
Mitchell River,Q1939518,520
Damodar River,Q1971511,592
Motława,Q1950176,647
Zi River,Q198275,653
Eastmain River,Q1968809,756
Chona,Q1932182,802
Black River,Q1922260,910
Rio Conchos,Q1970278,910.3
Wabash River,Q196183,960
Tennessee River,Q193737,1049
Donets River,Q191238,1053
Trinity River,Q1969490,1140
Mala Ljubljanica,Q19934990,1300
Vyatka River,Q192495,1314
Krishna River,Q193499,1400
Belaya River,Q192157,1430
Ili River,Q192567,1439
Godavari River,Q191314,1465
Volta River,Q192415,1500
Magdalena River,Q191829,1528
Aldan River,Q191832,2273
Ishim River,Q191524,2450
Beutelmühlgraben,Q20983749,0.6
Q2082246,Q2082246,0.65
Stickelgraben,Q201719,0.7
Q20819361,Q20819361,0.7
Eichgraben,Q20999835,0.7
Oberscheider Bach,Q2010844,0.775
Q2049962,Q2049962,0.791
Aschbach,Q20999729,0.8
Q20180865,Q20180865,0.87
Q20819389,Q20819389,0.96
Q2002554,Q2002554,1.015
Q20819387,Q20819387,1.097
Ohlenbach,Q2016484,1.1
Erbsengraben,Q20999839,1.1
Q20819371,Q20819371,1.12
Ettenbach,Q20999843,1.2
Q20405217,Q20405217,1.3
Nant de Drance,Q20819411,1.3
Q2071332,Q2071332,1.4
Faulerwasenbach,Q20999852,1.4
Aratama River,Q20043015,1.41
Ospenke,Q2034567,1.5
Pelze,Q2068408,1.5
Q20180982,Q20180982,1.5
Q20514815,Q20514815,1.5
Q20517082,Q20517082,1.5
Haselgraben,Q20999986,1.5
Q20043100,Q20043100,1.6
Q20180347,Q20180347,1.8
Q20181892,Q20181892,1.8
Pfostenbach,Q2084390,1.884
Q20033663,Q20033663,1.9
barranc de la Cometa de la Qüestió,Q20106464,1.9
Q20184179,Q20184179,1.9
Oberhermsdorfer Bach,Q20315,2
Schadenbeek,Q206138,2
Bahna River,Q2062360,2
Sint-Trudoledeken,Q20108930,2
Volor,Q20515004,2
Q20515666,Q20515666,2
Q20515971,Q20515971,2
Q20516132,Q20516132,2
Q20517134,Q20517134,2
Q20517341,Q20517341,2
Q20819391,Q20819391,2.1
Egelseegraben,Q20999831,2.2
Q20819381,Q20819381,2.261
Q20819363,Q20819363,2.33
Hammerbach,Q20300,2.4
Quänebach,Q20313,2.4
Q2037530,Q2037530,2.39
Q2052619,Q2052619,2.396
Q2079512,Q2079512,2.4
Q20785804,Q20785804,2.4
Q20819373,Q20819373,2.51
Q20515951,Q20515951,2.5
Q20516657,Q20516657,2.5
Q20517258,Q20517258,2.5
Q20819407,Q20819407,2.54
Q20819369,Q20819369,2.6
Q20819394,Q20819394,2.6
Q2079590,Q2079590,2.64
Mülibach,Q20012541,2.7
Q20819404,Q20819404,2.793
Q20034102,Q20034102,2.8
Augraben,Q20999733,2.8
Hauptgraben,Q20999994,2.8
Q2041987,Q2041987,3
Karaagach,Q2087154,3
Ottmarsfelder Graben,Q2037888,3.01
Q20184276,Q20184276,3
Q20515934,Q20515934,3
Q20516171,Q20516171,3
Q20516535,Q20516535,3
Q20516575,Q20516575,3
Q20516631,Q20516631,3
Q20516773,Q20516773,3
Q20516958,Q20516958,3
Q20517099,Q20517099,3
Q20517789,Q20517789,3
Langenbach,Q20819384,3.08
Q20819367,Q20819367,3.2
Q20051592,Q20051592,3.201
Q20819382,Q20819382,3.3
Q20819396,Q20819396,3.3
Zimmerbach (Salza),Q203571,3.4
Q20819398,Q20819398,3.43
Pietzschebach,Q2094566,3.5
Riera del Tinar,Q20103235,3.5
Q20514940,Q20514940,3.5
Q20514958,Q20514958,3.5
Q20514963,Q20514963,3.5
Q20515325,Q20515325,3.5
Q20515855,Q20515855,3.5
Q20516367,Q20516367,3.5
Q20516449,Q20516449,3.5
Q20516490,Q20516490,3.5
Q20516608,Q20516608,3.5
Q20516653,Q20516653,3.5
Afon Tal,Q20599911,3.5
Windischenbach,Q201838,3.673
Q20820176,Q20820176,3.9
Q20999999,Q20999999,3.9
Q2054369,Q2054369,4
Q2089216,Q2089216,4
Q20164702,Q20164702,4.1
Q20819393,Q20819393,4.1
Q20401317,Q20401317,4
Q20515289,Q20515289,4
Q20515956,Q20515956,4
Q20516232,Q20516232,4
Q20516758,Q20516758,4
Q20517055,Q20517055,4
Q20517188,Q20517188,4
Q20517220,Q20517220,4
Q20517412,Q20517412,4
Q20518227,Q20518227,4
Serpents river,Q20750415,4
Pau,Q2058396,4.153
Q20043137,Q20043137,4.2
Beibächlein,Q20999739,4.2
Q20999963,Q20999963,4.2
Q20999779,Q20999779,4.272
Q20008589,Q20008589,4.32
Bras Noir,Q20823775,4.4
Zipser Mühlbach,Q205544,4.5
Q20514947,Q20514947,4.5
Q20514993,Q20514993,4.5
Q20515105,Q20515105,4.5
Q20515148,Q20515148,4.5
Q20516255,Q20516255,4.5
Q20516558,Q20516558,4.5
Q20516834,Q20516834,4.5
Q20516911,Q20516911,4.5
Q20517050,Q20517050,4.5
Q20517203,Q20517203,4.5
Q20517407,Q20517407,4.5
Q20517536,Q20517536,4.5
Q20517578,Q20517578,4.5
Q20819375,Q20819375,4.5
Walkerszeller Bach,Q205208,4.52
Ophover Mühlenbach,Q2026851,4.639
Q20043553,Q20043553,4.7
Q2094770,Q2094770,4.8
Q20044470,Q20044470,4.78
Q20819376,Q20819376,4.8
Q20033679,Q20033679,4.83
Lindenerau,Q204775,5
Q2037540,Q2037540,5
Q20514752,Q20514752,5
Q20514794,Q20514794,5
Q20515586,Q20515586,5
Q20516111,Q20516111,5
Q20516812,Q20516812,5
Q20517032,Q20517032,5
Q20517080,Q20517080,5
Q20517181,Q20517181,5
Q20517244,Q20517244,5
Q20517298,Q20517298,5
Q20517351,Q20517351,5
Q20517398,Q20517398,5
Q20517435,Q20517435,5
Q20517664,Q20517664,5
Q20517922,Q20517922,5
Q20518105,Q20518105,5
Q20622682,Q20622682,5
Moorseebach (Breitbach),Q20180647,5.19
Q20819388,Q20819388,5.18
Oelbach,Q2015043,5.3
Q20180871,Q20180871,5.3
Q2008903,Q2008903,5.4
Q20043677,Q20043677,5.4
Q20404605,Q20404605,5.45
Q20999848,Q20999848,5.47
Q20515722,Q20515722,5.5
Q20516436,Q20516436,5.5
Aghnovat,Q20516629,5.5
Q20516866,Q20516866,5.5
Q20516996,Q20516996,5.5
Q20516999,Q20516999,5.5
Q20517101,Q20517101,5.5
Q20517190,Q20517190,5.5
Q20517357,Q20517357,5.5
Q20034121,Q20034121,5.59
Planfließ,Q2098207,5.654
Wehrbach,Q20819403,5.67
Borlasbach,Q20296,5.8
Q20624048,Q20624048,5.8
Rivière de Pénerf,Q2068793,6
Q20043519,Q20043519,6
Q20091529,Q20091529,6
Q20515050,Q20515050,6
Q20515156,Q20515156,6
Q20515796,Q20515796,6
Q20515969,Q20515969,6
Q20516089,Q20516089,6
Q20516137,Q20516137,6
Q20516234,Q20516234,6
Q20516446,Q20516446,6
Q20516632,Q20516632,6
Q20516919,Q20516919,6
Q20516965,Q20516965,6
Q20516985,Q20516985,6
Q20517349,Q20517349,6
Q20517402,Q20517402,6
Q20517518,Q20517518,6
Q20517677,Q20517677,6
Q20517798,Q20517798,6
Q20517965,Q20517965,6
Afon Llifon,Q20594886,6
Obernau,Q2010487,6.27
Kirchbach,Q20184347,6.26
Q20191210,Q20191210,6.55
Effelsberger Bach,Q20819368,6.582
Q20515210,Q20515210,6.5
Q20515405,Q20515405,6.5
Q20515623,Q20515623,6.5
Q20515876,Q20515876,6.5
Q20516069,Q20516069,6.5
Q20516110,Q20516110,6.5
Q20516181,Q20516181,6.5
Q20516387,Q20516387,6.5
Q20516989,Q20516989,6.5
Q20517102,Q20517102,6.5
Q20517236,Q20517236,6.5
Q20517272,Q20517272,6.5
Q20517329,Q20517329,6.5
Q20517464,Q20517464,6.5
Q20518049,Q20518049,6.5
Q20819378,Q20819378,6.6
Q20819395,Q20819395,6.6
Pfühlbach,Q2084650,6.7
Q2081865,Q2081865,6.72
Otho River,Q2036996,6.81
Q20034141,Q20034141,6.94
O’Shanessy Creek,Q2043404,7
Piesau,Q2094115,7
Q2094590,Q2094590,7
Q20033777,Q20033777,7
Q20043162,Q20043162,7
Q20514777,Q20514777,7
Q20514983,Q20514983,7
Q20514989,Q20514989,7
Q20515790,Q20515790,7
Q20515982,Q20515982,7
Q20516210,Q20516210,7
Q20516756,Q20516756,7
Q20516777,Q20516777,7
Q20516850,Q20516850,7
Q20517167,Q20517167,7
Q20517433,Q20517433,7
Q20517440,Q20517440,7
Q20517844,Q20517844,7
Ostbach (Emscher),Q2034876,7.3
Q2005801,Q2005801,7.4
Q20033893,Q20033893,7.46
Q20180585,Q20180585,7.5
Q20515648,Q20515648,7.5
Q20516198,Q20516198,7.5
Q20516474,Q20516474,7.5
Q20827533,Q20827533,7.5
Talbach,Q20181060,7.52
Rhue d'Eybes,Q2079870,7.7
Q2099367,Q2099367,7.8
Q20034265,Q20034265,7.91
Q20034140,Q20034140,7.97
Q20034160,Q20034160,7.96
Q2057038,Q2057038,8
Q20403626,Q20403626,8
Q20514986,Q20514986,8
Q20515369,Q20515369,8
Q20516345,Q20516345,8
Q20516814,Q20516814,8
Q20516897,Q20516897,8
Q20516912,Q20516912,8
Q20517058,Q20517058,8
Q20517691,Q20517691,8
Q20517695,Q20517695,8
Q20517943,Q20517943,8
Q20518255,Q20518255,8
Q20614098,Q20614098,8
Burger Au,Q20999781,8
Gerwische,Q20999874,8.1
Q20012531,Q20012531,8.2
Q20706365,Q20706365,8.186
Notte,Q2002556,8.24
Fischbach,Q20855748,8.333
Sacacomie River,Q20750365,8.4
Q20515928,Q20515928,8.5
Sevazhayr,Q20516385,8.5
Q20517109,Q20517109,8.5
Q20517204,Q20517204,8.5
Q20517674,Q20517674,8.5
Q20034127,Q20034127,8.63
Pilgerbach,Q2094935,8.7
Rivière Petawaga,Q20750395,8.7
Q20033832,Q20033832,8.82
Leckner Ach,Q204915,8.95
Q20021160,Q20021160,8.97
Q20164817,Q20164817,8.96
Bahna River,Q2062390,9
Iwamura River,Q20043201,9
Q20514984,Q20514984,9
Q20515216,Q20515216,9
Q20516595,Q20516595,9
Q20516835,Q20516835,9
Q20517123,Q20517123,9
Q20517131,Q20517131,9
Q20517445,Q20517445,9
Q20517573,Q20517573,9
Q20518029,Q20518029,9
Q20748018,Q20748018,9
Q20819366,Q20819366,9
Bever-Bach,Q20181083,9.1
Gunzenach/Kobelach,Q20642792,9.1
Furtbach,Q20180011,9.166
Q20184099,Q20184099,9.2
Q20819377,Q20819377,9.328
Rivière de la Somme,Q20750416,9.48
Aurach,Q20819358,9.48
Q2095924,Q2095924,9.7
Czarna Woda,Q20033701,9.64
Patons River,Q2056995,9.76
Q20757693,Q20757693,9.76
Bruckbach,Q20999775,9.9
Wiederitz,Q20293,10
Oelze,Q2015104,10
Q20010526,Q20010526,10
Q20012724,Q20012724,10
Q20514786,Q20514786,10
Q20514901,Q20514901,10
Q20515069,Q20515069,10
Q20515281,Q20515281,10
Q20515350,Q20515350,10
Q20515379,Q20515379,10
Q20515614,Q20515614,10
Q20515647,Q20515647,10
Q20515686,Q20515686,10
Q20515697,Q20515697,10
Q20515773,Q20515773,10
Q20515878,Q20515878,10
Q20515888,Q20515888,10
Q20515917,Q20515917,10
Q20516240,Q20516240,10
Q20516494,Q20516494,10
Q20516706,Q20516706,10
Q20516724,Q20516724,10
Q20516877,Q20516877,10
Q20516972,Q20516972,10
Q20517004,Q20517004,10
Q20517006,Q20517006,10
Q20517037,Q20517037,10
Q20517040,Q20517040,10
Q20517062,Q20517062,10
Q20517144,Q20517144,10
Q20517235,Q20517235,10
Q20517262,Q20517262,10
Q20517282,Q20517282,10
Q20517316,Q20517316,10
Q20517338,Q20517338,10
Q20517340,Q20517340,10
Q20517354,Q20517354,10
Q20517423,Q20517423,10
Q20517614,Q20517614,10
Q20517775,Q20517775,10
Q20517870,Q20517870,10
Q20518039,Q20518039,10
Q20585370,Q20585370,10
Q20596357,Q20596357,10
Q20597180,Q20597180,10
Levyy Vengel',Q20621545,10
Q20622688,Q20622688,10
Q20623211,Q20623211,10
Jamet River,Q20657293,10
Noguerola,Q20679354,10
Q20826756,Q20826756,10
Q20827576,Q20827576,10
Sergeyevka,Q20827585,10
Grande Ravine des Lataniers,Q20860020,10.2
Q20191077,Q20191077,11.1
Q20249921,Q20249921,10.441
Perlenbach,Q2071355,10.53
Q20012513,Q20012513,10.6
Zimmerbach (Starzel),Q203575,10.8
Q2006212,Q2006212,10.8
Q2036239,Q2036239,10.8
Q2083430,Q2083430,10.9
Opusta,Q2027778,11
Sneeker Oudvaart,Q2096411,11
Q20010567,Q20010567,11
Q20010570,Q20010570,11
Q20081422,Q20081422,11
Q20514953,Q20514953,11
Q20514962,Q20514962,11
Q20515134,Q20515134,11
Q20515226,Q20515226,11
Q20515545,Q20515545,11
Q20515704,Q20515704,11
Q20516193,Q20516193,11
Q20516215,Q20516215,11
Saranar,Q20516335,11
Q20516525,Q20516525,11
Q20516692,Q20516692,11
Q20516804,Q20516804,11
Q20517021,Q20517021,11
Q20517087,Q20517087,11
Q20517174,Q20517174,11
Q20517182,Q20517182,11
Q20517228,Q20517228,11
Q20517538,Q20517538,11
Q20517652,Q20517652,11
Giratagh,Q20517706,11
Q20517977,Q20517977,11
Q20577064,Q20577064,11
Q20580669,Q20580669,11
Q20584817,Q20584817,11
Q20587302,Q20587302,11
Syryyelga,Q20589850,11
Q20612656,Q20612656,11
Q20614394,Q20614394,11
Q20819383,Q20819383,11
Q20826711,Q20826711,11
Q20826743,Q20826743,11
Q20873668,Q20873668,11
Q20873669,Q20873669,11
Q20915169,Q20915169,11
Belon,Q20962330,11
Saint-Pierre river,Q20971440,11
Q20819392,Q20819392,11.05
Q20184105,Q20184105,11.1
Erlenbach,Q20819372,11.138
Paradise River,Q2051401,11.2
Grande Ravine Glissante,Q20873525,11.3
Q20516339,Q20516339,11.5
South Wessonneau river,Q20750369,11.5
Olfe,Q2019587,11.6
Obernberger Seebach,Q2010499,11.8
Q20033775,Q20033775,11.98
Burdinale,Q2094905,12
Pfitzbach,Q2083888,12.3
Q20404121,Q20404121,12
Q20463767,Q20463767,12
Q20514874,Q20514874,12
Q20514957,Q20514957,12
Q20515122,Q20515122,12
Q20515144,Q20515144,12
Q20515501,Q20515501,12
Q20515596,Q20515596,12
Q20515755,Q20515755,12
Q20515907,Q20515907,12
Q20515952,Q20515952,12
Q20516124,Q20516124,12
Q20516188,Q20516188,12
Q20516303,Q20516303,12
Q20516408,Q20516408,12
Q20516584,Q20516584,12
Q20516586,Q20516586,12
Q20516602,Q20516602,12
Q20516636,Q20516636,12
Q20516747,Q20516747,12
Q20516995,Q20516995,12
Q20517164,Q20517164,12
Q20517202,Q20517202,12
Q20517216,Q20517216,12
Q20517399,Q20517399,12
Q20517405,Q20517405,12
Q20517425,Q20517425,12
Q20517556,Q20517556,12
Q20517650,Q20517650,12
Q20517736,Q20517736,12
Q20517896,Q20517896,12
Q20583757,Q20583757,12
Q20583818,Q20583818,12
Q20585682,Q20585682,12
Q20593491,Q20593491,12
Q20594930,Q20594930,12
Q20612681,Q20612681,12
Q20618839,Q20618839,12
Q20620317,Q20620317,12
Q20621708,Q20621708,12
Balka Sukhaya Gryaznukha,Q20622071,12
Krepkaya,Q20826775,12
Q20827619,Q20827619,12
Miryunnik,Q20828105,12
Q20873648,Q20873648,12
Q20873667,Q20873667,12
Q20873708,Q20873708,12
Q20873709,Q20873709,12
Łukta,Q2083340,12.4
Leutra,Q20819385,12.4
Q20999902,Q20999902,12.36
Q20033849,Q20033849,12.5
Hořina,Q20190900,12.5
Oelsabach,Q20306,12.6
Nozza,Q2003826,12.6
Landbach,Q20828949,12.557
Gründleinsbach,Q201695,12.68
Q20250032,Q20250032,12.633
Q20033662,Q20033662,12.8
Brzozowianka,Q20033681,12.74
Q2079539,Q2079539,12.9
Tasnan,Q20012665,13
Vallember,Q20012690,13
Canalot de Sarradé d’Amont,Q20106922,13
Aman-Kutan Say River,Q20127761,13
Q20484357,Q20484357,13
Q20514912,Q20514912,13
Q20514994,Q20514994,13
Q20515018,Q20515018,13
Q20515793,Q20515793,13
Q20516040,Q20516040,13
Akunq,Q20516349,13
Q20516562,Q20516562,13
Q20516640,Q20516640,13
Q20516875,Q20516875,13
Q20516971,Q20516971,13
Q20517160,Q20517160,13
Q20517291,Q20517291,13
Q20517879,Q20517879,13
Q20517914,Q20517914,13
Q20517974,Q20517974,13
Kirgizla,Q20586021,13
Q20594919,Q20594919,13
Q20617157,Q20617157,13
Aksumla,Q20622778,13
Q20623079,Q20623079,13
Yukhmachka River,Q20623925,13
Ourche,Q2041769,13.3
Q20727310,Q20727310,13.175
Umlaufbach,Q20819400,13.187
Q20033774,Q20033774,13.35
Q2016722,Q2016722,13.4
Sickersbach,Q20653375,13.52
Uina,Q20012682,13.6
Q20183081,Q20183081,13.9
Nothbach,Q2002162,14
Rio Cachoeira,Q2059678,14
Gârla Sirețel,Q2062375,14
Bogonos River,Q2080917,14
Q20010569,Q20010569,14
Q20082370,Q20082370,14
Q20515203,Q20515203,14
Q20515340,Q20515340,14
Q20515359,Q20515359,14
Q20515568,Q20515568,14
Q20515721,Q20515721,14
Q20515901,Q20515901,14
Q20516154,Q20516154,14
Q20516400,Q20516400,14
Q20516445,Q20516445,14
Q20516505,Q20516505,14
Q20516673,Q20516673,14
Q20516811,Q20516811,14
Q20517073,Q20517073,14
Q20517133,Q20517133,14
Q20517358,Q20517358,14
Q20518036,Q20518036,14
Q20576216,Q20576216,14
Inesh,Q20581557,14
Anish,Q20614848,14
Q20616137,Q20616137,14
Q20621875,Q20621875,14
Q20622161,Q20622161,14
Q20623203,Q20623203,14
Q20623376,Q20623376,14
Q20750376,Q20750376,14
Kingham river,Q20750383,14
Petite rivière à l'Ours,Q20750393,14
Q20827599,Q20827599,14
Q20828130,Q20828130,14
Q20873674,Q20873674,14
rivière aux Pins,Q20750397,14.14
Q20012591,Q20012591,14.4
Zillierbach,Q203162,14.68
Manitou River,Q2000399,15
Orroral River,Q2031605,15
Q20034101,Q20034101,15
Q20515120,Q20515120,15
Q20515712,Q20515712,15
Q20516318,Q20516318,15
Q20516895,Q20516895,15
Q20517219,Q20517219,15
Q20517247,Q20517247,15
Q20517344,Q20517344,15
Q20517560,Q20517560,15
Q20517846,Q20517846,15
Q20517931,Q20517931,15
Al'yagysh,Q20573797,15
Q20582766,Q20582766,15
Q20584466,Q20584466,15
Q20590294,Q20590294,15
Q20618928,Q20618928,15
Q20620334,Q20620334,15
Q20621570,Q20621570,15
Q20622418,Q20622418,15
Conefroy River,Q20731517,15
Tapani River,Q20750419,15
Q20825701,Q20825701,15
Q20873678,Q20873678,15
Q20983746,Q20983746,15
Uffe,Q200680,15.02
Q2019446,Q2019446,15.2
Ravine Divon,Q20873538,15.1
Pet River,Q2073135,15.3
North Poussière River,Q20750408,15.2
Orino,Q20012563,15.6
Ilmandu,Q20530555,15.7
Auen-Bach,Q20819357,15.7
Rothenbach,Q2012172,15.956
Oechse,Q2014907,16.1
Petite rivière aux Rats,Q20750364,16.1
Schils,Q20012600,16.2
Q20514945,Q20514945,16
Q20515096,Q20515096,16
Morozikha,Q20515185,16
Q20515495,Q20515495,16
Q20515804,Q20515804,16
